channel_id,view_count,sub_count,video_count,created_at,created_date
UCGbshtvS9t-8CW11W7TooQg,2077262860,6660000,9455,2024-02-04 12:34:49+00,2024-02-04
UCvw1LiGdyulhnGksJlGWB6g,3259941884,9550000,478,2024-02-04 12:34:49+00,2024-02-04
UCHm9SiOLG8UoBT8STWY5mVA,1288711095,5830000,870,2024-02-04 12:34:49+00,2024-02-04
UCnWCj9UofS6OxSK34xWvKCg,3962578132,5790000,2373,2024-02-04 12:34:49+00,2024-02-04
UCXpxKdZAiyUEaTkoCPpEZzg,2135353789,5170000,299,2024-02-04 12:34:49+00,2024-02-04
UCFUtqTcgJgRnmZ3tMU6P74Q,1704640449,3600000,1102,2024-02-04 12:34:49+00,2024-02-04
UC6FcYHEm7SO1jpu5TKjNXEA,1152286622,3570000,338,2024-02-04 12:34:49+00,2024-02-04
UCI7ktPB6toqucpkkCiolwLg,607815892,3530000,721,2024-02-04 12:34:49+00,2024-02-04
UCPcF3KTqhD67ADkukx_OeDg,5758562790,3520000,5662,2024-02-04 12:34:49+00,2024-02-04
UCFsXFlbI8FpNAVQ_RL3I4bw,1374596941,3500000,1206,2024-02-04 12:34:49+00,2024-02-04
UC5l1Yto5oOIgRXlI4p4VKbw,3286560597,3280000,115571,2024-02-04 12:34:49+00,2024-02-04
UCdEpz2A4DzV__4C1x2quKLw,114617206,1410000,489,2024-02-04 12:34:49+00,2024-02-04
UCrLO-yoAu4ZTzRSdmWqS53A,1350330621,3140000,2002,2024-02-04 12:34:49+00,2024-02-04
UCnJEWsS5agXCkqIpyHC9Grg,2247167535,3130000,5102,2024-02-04 12:34:49+00,2024-02-04
UCKQVSNdzGBJSXaUmS4TOWww,4629898555,3110000,34675,2024-02-04 12:34:49+00,2024-02-04
UCX9VHpN62jkqCCntHxymPOA,4038331422,3030000,27376,2024-02-04 12:34:49+00,2024-02-04
UCttafJi4SCirZhlxsxISbyA,1938586057,3030000,1821,2024-02-04 12:34:49+00,2024-02-04
UC8CU5nVhCQIdAGrFFp4loOQ,4171577284,2940000,27,2024-02-04 12:34:49+00,2024-02-04
UCeo3JwE3HezUWFdVcehQk9Q,359584247,2770000,701,2024-02-04 12:34:49+00,2024-02-04
UC7ovu6a8ydIbDy0fAKmoZ9A,3993150311,2750000,2203,2024-02-04 12:34:49+00,2024-02-04
UC5nwNW4KdC0SzrhF9BXEYOQ,5760386591,2580000,431021,2024-02-04 12:34:49+00,2024-02-04
UCPRWWKG0VkBA0Pqa4Jr5j0Q,1032432696,2570000,2819,2024-02-04 12:34:49+00,2024-02-04
UCAYrMNl92jw6cpjdpBP8JyA,371030186,2550000,564,2024-02-04 12:34:49+00,2024-02-04
UCgDbdS9sm90CG771uznT8wg,875193348,1420000,16129,2024-02-04 12:34:49+00,2024-02-04
UCdxoeijd8BEuQlARHDcz4EA,827146811,1400000,349,2024-02-04 12:34:49+00,2024-02-04
UCsyxqzJGL20zRlnmD2bkPqg,1457258632,1400000,326,2024-02-04 12:34:49+00,2024-02-04
UCjhwHd3mgmqm0ONm0bXKmng,249726891,1380000,304,2024-02-04 12:34:49+00,2024-02-04
UCiWXd0nmBjlKROwzMyPV-Nw,834482893,1380000,4161,2024-02-04 12:34:49+00,2024-02-04
UCI1zO6-A3h7DHg-R_x34vLg,410458092,1360000,4902,2024-02-04 12:34:49+00,2024-02-04
UC7ia-A8gma8qcdC6GDcjwsQ,307429332,1370000,571,2024-02-04 12:34:49+00,2024-02-04
UCpSB70OL7IO7RnZCj_7MQDw,512236741,1360000,2494,2024-02-04 12:34:49+00,2024-02-04
UC7XxnhjdYjiQJ3m80K_N_4g,177944789,1360000,140,2024-02-04 12:34:49+00,2024-02-04
UCDrswN-SqWh7Kii62h9aXGA,621891180,1780000,718,2024-02-05 08:25:23.006531+00,2024-02-05
UC2TuODJhC03pLgd6MpWP0iw,3832813066,1750000,195942,2024-02-05 08:25:23.006531+00,2024-02-05
UCV1OpUwWJCMiv6gJCRR6yAg,342116952,1720000,337,2024-02-05 08:25:23.006531+00,2024-02-05
UCiMiEL1XRXANaypB2wEdr5w,4328003988,1650000,33779,2024-02-05 08:25:23.006531+00,2024-02-05
UCEfetJrzg6OcXWWuX8uhdhw,900654887,1650000,1322,2024-02-05 08:25:23.006531+00,2024-02-05
UCAqzHNzLTC6Vm5UYE7xw_2A,705627204,1620000,11939,2024-02-05 08:25:23.006531+00,2024-02-05
UCcb9uxCoIgw7RQjQnlgd0Xw,186628958,1460000,603,2024-02-05 08:25:23.006531+00,2024-02-05
UCwWXGnvVmi-6Sfx2wf8S8tQ,620890117,1600000,7128,2024-02-05 08:25:23.006531+00,2024-02-05
UC6VKHP606ee6ffKwKmBHSig,369547072,1590000,240,2024-02-05 08:25:23.006531+00,2024-02-05
UCJWXJTaLqI5KBnJuaXbCaTg,283817394,1580000,467,2024-02-05 08:25:23.006531+00,2024-02-05
UCiWRSesvSYmY7YOyz0tv_zQ,1720932009,1580000,14659,2024-02-05 08:25:23.006531+00,2024-02-05
UCIU8ha-NHmLjtUwU7dFiXUA,5256513002,2520000,173957,2024-02-04 12:34:49+00,2024-02-04
UCPwxSX0DYDMQxCvgfeVDv_g,727997195,2510000,1027,2024-02-04 12:34:49+00,2024-02-04
UCpu3bemTQwAU8PqM4kJdoEQ,4083271763,2400000,271704,2024-02-04 12:34:49+00,2024-02-04
UCLW_SzI9txZvtOFTPDswxqg,830944109,2340000,1436,2024-02-04 12:34:49+00,2024-02-04
UCcb9uxCoIgw7RQjQnlgd0Xw,186566317,1460000,603,2024-02-04 12:34:49+00,2024-02-04
UCR3asjvr_WAaxwJYEDV_Bfw,5346295512,2330000,410067,2024-02-04 12:34:49+00,2024-02-04
UC3LBFXbWtEBdOOUb8-qJm9Q,821812299,2260000,797,2024-02-04 12:34:49+00,2024-02-04
UCV_S2S-Zs8LeuJxK-T3RQQg,1025151803,2220000,1634,2024-02-04 12:34:49+00,2024-02-04
UCH3aos_uf4pGHbkANSbceEg,1142606607,2140000,448,2024-02-04 12:34:49+00,2024-02-04
UCgdwtyqBunlRb-i-7PnCssQ,1237988529,2040000,11940,2024-02-04 12:34:49+00,2024-02-04
UC4Aclpo5YyXbKPeiZNO_uiw,1238018565,1900000,1056,2024-02-04 12:34:49+00,2024-02-04
UCIECJyQ6meDyN-UnVHgXAMA,2134716474,1870000,18379,2024-02-04 12:34:49+00,2024-02-04
UC9i2Qgd5lizhVgJrdnxunKw,357853142,1820000,415,2024-02-04 12:34:49+00,2024-02-04
UCGpNjY0Xq2GJLXh4OOX1LOA,274974274,1450000,362,2024-02-04 12:34:49+00,2024-02-04
UCr90FXGOO8nAE9B6FAUeTNA,198335782,1790000,763,2024-02-04 12:34:49+00,2024-02-04
UCEsinqZjZ11w0T9ZvyKIr6A,2052486111,1780000,2077,2024-02-04 12:34:49+00,2024-02-04
UCDrswN-SqWh7Kii62h9aXGA,621497475,1780000,716,2024-02-04 12:34:49+00,2024-02-04
UC2TuODJhC03pLgd6MpWP0iw,3830348233,1750000,195896,2024-02-04 12:34:49+00,2024-02-04
UCV1OpUwWJCMiv6gJCRR6yAg,341519740,1720000,336,2024-02-04 12:34:49+00,2024-02-04
UCiMiEL1XRXANaypB2wEdr5w,4327087771,1650000,33774,2024-02-04 12:34:49+00,2024-02-04
UCEfetJrzg6OcXWWuX8uhdhw,900449551,1650000,1322,2024-02-04 12:34:49+00,2024-02-04
UCAqzHNzLTC6Vm5UYE7xw_2A,705232388,1620000,11932,2024-02-04 12:34:49+00,2024-02-04
UCtcaZ5FUqaNXGX6xhpiGPQA,537686573,1600000,749,2024-02-04 12:34:49+00,2024-02-04
UCLZBXiS9ZrIXgKBs_SMfGBQ,1860172102,1440000,35647,2024-02-04 12:34:49+00,2024-02-04
UCwWXGnvVmi-6Sfx2wf8S8tQ,620095399,1600000,7126,2024-02-04 12:34:49+00,2024-02-04
UC6VKHP606ee6ffKwKmBHSig,369476221,1590000,240,2024-02-04 12:34:49+00,2024-02-04
UCJWXJTaLqI5KBnJuaXbCaTg,283773350,1580000,467,2024-02-04 12:34:49+00,2024-02-04
UCiWRSesvSYmY7YOyz0tv_zQ,1720577922,1580000,14656,2024-02-04 12:34:49+00,2024-02-04
UCIF_gt4BfsWyM_2GOcKXyEQ,314266872,1580000,731,2024-02-04 12:34:49+00,2024-02-04
UCStpPtoeQUYII1Jsbl0qf8A,835551321,1580000,867,2024-02-04 12:34:49+00,2024-02-04
UCw2W7GIqJNB-UMUxncnMuiw,551224529,1570000,622,2024-02-04 12:34:49+00,2024-02-04
UCQU5uVTG8h9LToACKrm1LMA,1132843071,1550000,3067,2024-02-04 12:34:49+00,2024-02-04
UCmdVfsLHu18lCkKYXSOGUxg,2090303147,1540000,195067,2024-02-04 12:34:49+00,2024-02-04
UCCsUQXwhDj4iVlhG4VCq6Kg,2556391196,1540000,1568,2024-02-04 12:34:49+00,2024-02-04
UC8zkK0-g8S8Z_t8ZjUmpAlA,185870775,1540000,568,2024-02-04 12:34:49+00,2024-02-04
UCCBq7s8VOCyek275uvq5lYQ,560629011,1540000,2002,2024-02-04 12:34:49+00,2024-02-04
UCxUzQ3wu0oJP_8YLWt71WgQ,659870398,1500000,1075,2024-02-04 12:34:49+00,2024-02-04
UCCtTgzGzQSWVzCG0xR7U-MQ,400932962,1500000,3840,2024-02-04 12:34:49+00,2024-02-04
UC8wI85SlecrsLdPm-I73PzA,390152773,1470000,301,2024-02-04 12:34:49+00,2024-02-04
UCbIJeyl_va8MG2xx0q4Uobg,369896319,1460000,359,2024-02-04 12:34:49+00,2024-02-04
UCGGrblndNzi86WY5lJkQJiA,295771569,1420000,1560,2024-02-04 12:34:49+00,2024-02-04
UCFsNxYnUEs4tcqyddJhW43g,957720611,1410000,1293,2024-02-04 12:34:49+00,2024-02-04
UCStpPtoeQUYII1Jsbl0qf8A,835646798,1580000,867,2024-02-05 08:25:23.006531+00,2024-02-05
UCw2W7GIqJNB-UMUxncnMuiw,551283609,1570000,622,2024-02-05 08:25:23.006531+00,2024-02-05
UCQU5uVTG8h9LToACKrm1LMA,1132947216,1550000,3067,2024-02-05 08:25:23.006531+00,2024-02-05
UCmdVfsLHu18lCkKYXSOGUxg,2091183513,1540000,195087,2024-02-05 08:25:23.006531+00,2024-02-05
UCCsUQXwhDj4iVlhG4VCq6Kg,2556727131,1540000,1568,2024-02-05 08:25:23.006531+00,2024-02-05
UC8zkK0-g8S8Z_t8ZjUmpAlA,185981906,1540000,568,2024-02-05 08:25:23.006531+00,2024-02-05
UCCBq7s8VOCyek275uvq5lYQ,560700125,1540000,2002,2024-02-05 08:25:23.006531+00,2024-02-05
UCCtTgzGzQSWVzCG0xR7U-MQ,400985776,1500000,3840,2024-02-05 08:25:23.006531+00,2024-02-05
UC8wI85SlecrsLdPm-I73PzA,390785811,1470000,301,2024-02-05 08:25:23.006531+00,2024-02-05
UCbIJeyl_va8MG2xx0q4Uobg,370449223,1460000,359,2024-02-05 08:25:23.006531+00,2024-02-05
UCLZBXiS9ZrIXgKBs_SMfGBQ,1860540264,1440000,35654,2024-02-05 08:25:23.006531+00,2024-02-05
UCFsNxYnUEs4tcqyddJhW43g,958120793,1410000,1292,2024-02-05 08:25:23.006531+00,2024-02-05
UCgDbdS9sm90CG771uznT8wg,876102846,1420000,16141,2024-02-05 08:25:23.006531+00,2024-02-05
UCdxoeijd8BEuQlARHDcz4EA,827781682,1400000,349,2024-02-05 08:25:23.006531+00,2024-02-05
UCsyxqzJGL20zRlnmD2bkPqg,1462891059,1400000,327,2024-02-05 08:25:23.006531+00,2024-02-05
UCFUtqTcgJgRnmZ3tMU6P74Q,1704640449,3600000,1102,2024-02-05 08:25:23.006531+00,2024-02-05
UC9i2Qgd5lizhVgJrdnxunKw,358004600,1820000,416,2024-02-05 08:25:23.006531+00,2024-02-05
UCeo3JwE3HezUWFdVcehQk9Q,359622081,2770000,701,2024-02-05 08:25:23.006531+00,2024-02-05
UCPwxSX0DYDMQxCvgfeVDv_g,728111435,2510000,1027,2024-02-05 08:25:23.006531+00,2024-02-05
UCtcaZ5FUqaNXGX6xhpiGPQA,537796853,1600000,749,2024-02-05 08:25:23.006531+00,2024-02-05
UCGpNjY0Xq2GJLXh4OOX1LOA,275018920,1450000,362,2024-02-05 08:25:23.006531+00,2024-02-05
UCIF_gt4BfsWyM_2GOcKXyEQ,314301486,1580000,731,2024-02-05 08:25:23.006531+00,2024-02-05
UCxUzQ3wu0oJP_8YLWt71WgQ,659920400,1500000,1075,2024-02-05 08:25:23.006531+00,2024-02-05
UCjhwHd3mgmqm0ONm0bXKmng,249732476,1380000,304,2024-02-05 08:25:23.006531+00,2024-02-05
UCiWXd0nmBjlKROwzMyPV-Nw,835263827,1380000,4158,2024-02-05 08:25:23.006531+00,2024-02-05
UCI1zO6-A3h7DHg-R_x34vLg,410554354,1360000,4903,2024-02-05 08:25:23.006531+00,2024-02-05
UC7ia-A8gma8qcdC6GDcjwsQ,309921571,1370000,571,2024-02-05 08:25:23.006531+00,2024-02-05
UCpSB70OL7IO7RnZCj_7MQDw,512254205,1360000,2494,2024-02-05 08:25:23.006531+00,2024-02-05
UC7XxnhjdYjiQJ3m80K_N_4g,178015104,1360000,140,2024-02-05 08:25:23.006531+00,2024-02-05
UCvw1LiGdyulhnGksJlGWB6g,3264453055,9550000,478,2024-02-05 08:25:23.006531+00,2024-02-05
UCGbshtvS9t-8CW11W7TooQg,2078926678,6660000,9456,2024-02-05 08:25:23.006531+00,2024-02-05
UCHm9SiOLG8UoBT8STWY5mVA,1288930426,5830000,870,2024-02-05 08:25:23.006531+00,2024-02-05
UCnWCj9UofS6OxSK34xWvKCg,3969523721,5800000,2373,2024-02-05 08:25:23.006531+00,2024-02-05
UCXpxKdZAiyUEaTkoCPpEZzg,2136352326,5170000,299,2024-02-05 08:25:23.006531+00,2024-02-05
UC6FcYHEm7SO1jpu5TKjNXEA,1152547273,3570000,338,2024-02-05 08:25:23.006531+00,2024-02-05
UCI7ktPB6toqucpkkCiolwLg,608030325,3540000,721,2024-02-05 08:25:23.006531+00,2024-02-05
UCPcF3KTqhD67ADkukx_OeDg,5760067425,3520000,5662,2024-02-05 08:25:23.006531+00,2024-02-05
UCGGrblndNzi86WY5lJkQJiA,295848407,1420000,1560,2024-02-05 08:25:23.006531+00,2024-02-05
UCFsXFlbI8FpNAVQ_RL3I4bw,1374825952,3500000,1207,2024-02-05 08:25:23.006531+00,2024-02-05
UC5l1Yto5oOIgRXlI4p4VKbw,3288064701,3280000,115644,2024-02-05 08:25:23.006531+00,2024-02-05
UCrLO-yoAu4ZTzRSdmWqS53A,1350655843,3140000,2002,2024-02-05 08:25:23.006531+00,2024-02-05
UCnJEWsS5agXCkqIpyHC9Grg,2247707549,3130000,5102,2024-02-05 08:25:23.006531+00,2024-02-05
UCKQVSNdzGBJSXaUmS4TOWww,4631005568,3120000,34681,2024-02-05 08:25:23.006531+00,2024-02-05
UCX9VHpN62jkqCCntHxymPOA,4039004907,3030000,27386,2024-02-05 08:25:23.006531+00,2024-02-05
UCpu3bemTQwAU8PqM4kJdoEQ,4085181127,2400000,271782,2024-02-05 08:25:23.006531+00,2024-02-05
UCttafJi4SCirZhlxsxISbyA,1939193538,3030000,1821,2024-02-05 08:25:23.006531+00,2024-02-05
UC8CU5nVhCQIdAGrFFp4loOQ,4171577284,2940000,27,2024-02-05 08:25:23.006531+00,2024-02-05
UC7ovu6a8ydIbDy0fAKmoZ9A,3994039245,2750000,2203,2024-02-05 08:25:23.006531+00,2024-02-05
UC5nwNW4KdC0SzrhF9BXEYOQ,5762731480,2580000,431104,2024-02-05 08:25:23.006531+00,2024-02-05
UCPRWWKG0VkBA0Pqa4Jr5j0Q,1032738647,2570000,2820,2024-02-05 08:25:23.006531+00,2024-02-05
UCAYrMNl92jw6cpjdpBP8JyA,371030186,2550000,564,2024-02-05 08:25:23.006531+00,2024-02-05
UCIU8ha-NHmLjtUwU7dFiXUA,5257792118,2520000,174031,2024-02-05 08:25:23.006531+00,2024-02-05
UCLW_SzI9txZvtOFTPDswxqg,831149422,2340000,1437,2024-02-05 08:25:23.006531+00,2024-02-05
UCR3asjvr_WAaxwJYEDV_Bfw,5350092023,2330000,410144,2024-02-05 08:25:23.006531+00,2024-02-05
UC3LBFXbWtEBdOOUb8-qJm9Q,822008027,2260000,797,2024-02-05 08:25:23.006531+00,2024-02-05
UCV_S2S-Zs8LeuJxK-T3RQQg,1025883497,2220000,1635,2024-02-05 08:25:23.006531+00,2024-02-05
UCH3aos_uf4pGHbkANSbceEg,1142856213,2140000,448,2024-02-05 08:25:23.006531+00,2024-02-05
UCgdwtyqBunlRb-i-7PnCssQ,1239149305,2040000,11920,2024-02-05 08:25:23.006531+00,2024-02-05
UC4Aclpo5YyXbKPeiZNO_uiw,1238187193,1900000,1056,2024-02-05 08:25:23.006531+00,2024-02-05
UCIECJyQ6meDyN-UnVHgXAMA,2135147686,1870000,18380,2024-02-05 08:25:23.006531+00,2024-02-05
UCdEpz2A4DzV__4C1x2quKLw,114648621,1410000,489,2024-02-05 08:25:23.006531+00,2024-02-05
UCr90FXGOO8nAE9B6FAUeTNA,198369482,1790000,763,2024-02-05 08:25:23.006531+00,2024-02-05
UCEsinqZjZ11w0T9ZvyKIr6A,2052833430,1780000,2077,2024-02-05 08:25:23.006531+00,2024-02-05
UC9YOQFPfEUXbulKDtxeqqBA,370509391,1140000,668,2024-02-06 10:31:10.297073+00,2024-02-06
UCFUtqTcgJgRnmZ3tMU6P74Q,1704640449,3600000,1102,2024-02-06 10:31:10.297073+00,2024-02-06
UCFycVZXj9fRWB_OZfFKe2PA,414988782,1070000,688,2024-02-06 10:31:10.297073+00,2024-02-06
UC9i2Qgd5lizhVgJrdnxunKw,358216156,1830000,416,2024-02-06 10:31:10.297073+00,2024-02-06
UCSKNqZgZwPlKrKobdfcPGPg,15998660,179000,119,2024-02-06 10:31:10.297073+00,2024-02-06
UCeo3JwE3HezUWFdVcehQk9Q,359745882,2770000,702,2024-02-06 10:31:10.297073+00,2024-02-06
UCPwxSX0DYDMQxCvgfeVDv_g,728206608,2510000,1027,2024-02-06 10:31:10.297073+00,2024-02-06
UCtcaZ5FUqaNXGX6xhpiGPQA,538106857,1600000,749,2024-02-06 10:31:10.297073+00,2024-02-06
UCGpNjY0Xq2GJLXh4OOX1LOA,275055627,1450000,362,2024-02-06 10:31:10.297073+00,2024-02-06
UCIF_gt4BfsWyM_2GOcKXyEQ,314339742,1580000,731,2024-02-06 10:31:10.297073+00,2024-02-06
UCxUzQ3wu0oJP_8YLWt71WgQ,659966383,1500000,1075,2024-02-06 10:31:10.297073+00,2024-02-06
UCjhwHd3mgmqm0ONm0bXKmng,249737395,1380000,304,2024-02-06 10:31:10.297073+00,2024-02-06
UCiWXd0nmBjlKROwzMyPV-Nw,836150557,1380000,4165,2024-02-06 10:31:10.297073+00,2024-02-06
UCI1zO6-A3h7DHg-R_x34vLg,410648653,1360000,4910,2024-02-06 10:31:10.297073+00,2024-02-06
UC7ia-A8gma8qcdC6GDcjwsQ,311587883,1380000,572,2024-02-06 10:31:10.297073+00,2024-02-06
UCpSB70OL7IO7RnZCj_7MQDw,512271551,1360000,2494,2024-02-06 10:31:10.297073+00,2024-02-06
UC7XxnhjdYjiQJ3m80K_N_4g,178487955,1360000,141,2024-02-06 10:31:10.297073+00,2024-02-06
UCvw1LiGdyulhnGksJlGWB6g,3268150312,9560000,478,2024-02-06 10:31:10.297073+00,2024-02-06
UCGbshtvS9t-8CW11W7TooQg,2080167511,6660000,9462,2024-02-06 10:31:10.297073+00,2024-02-06
UCHm9SiOLG8UoBT8STWY5mVA,1289062234,5830000,870,2024-02-06 10:31:10.297073+00,2024-02-06
UCnWCj9UofS6OxSK34xWvKCg,3977082844,5820000,2373,2024-02-06 10:31:10.297073+00,2024-02-06
UCXpxKdZAiyUEaTkoCPpEZzg,2137249565,5180000,299,2024-02-06 10:31:10.297073+00,2024-02-06
UC6FcYHEm7SO1jpu5TKjNXEA,1152763194,3570000,338,2024-02-06 10:31:10.297073+00,2024-02-06
UCI7ktPB6toqucpkkCiolwLg,608166120,3540000,721,2024-02-06 10:31:10.297073+00,2024-02-06
UCPcF3KTqhD67ADkukx_OeDg,5761587966,3520000,5664,2024-02-06 10:31:10.297073+00,2024-02-06
UCGGrblndNzi86WY5lJkQJiA,295911168,1420000,1560,2024-02-06 10:31:10.297073+00,2024-02-06
UCFsXFlbI8FpNAVQ_RL3I4bw,1375039008,3500000,1210,2024-02-06 10:31:10.297073+00,2024-02-06
UC5l1Yto5oOIgRXlI4p4VKbw,3290156768,3280000,115736,2024-02-06 10:31:10.297073+00,2024-02-06
UCrLO-yoAu4ZTzRSdmWqS53A,1350964640,3150000,2002,2024-02-06 10:31:10.297073+00,2024-02-06
UCnJEWsS5agXCkqIpyHC9Grg,2248210624,3130000,5103,2024-02-06 10:31:10.297073+00,2024-02-06
UCKQVSNdzGBJSXaUmS4TOWww,4632236127,3120000,34705,2024-02-06 10:31:10.297073+00,2024-02-06
UCX9VHpN62jkqCCntHxymPOA,4039851037,3030000,27398,2024-02-06 10:31:10.297073+00,2024-02-06
UCpu3bemTQwAU8PqM4kJdoEQ,4088286105,2400000,271917,2024-02-06 10:31:10.297073+00,2024-02-06
UCttafJi4SCirZhlxsxISbyA,1939701861,3040000,1822,2024-02-06 10:31:10.297073+00,2024-02-06
UC8CU5nVhCQIdAGrFFp4loOQ,4171577284,2940000,27,2024-02-06 10:31:10.297073+00,2024-02-06
UC7ovu6a8ydIbDy0fAKmoZ9A,3994937237,2750000,2205,2024-02-06 10:31:10.297073+00,2024-02-06
UC5nwNW4KdC0SzrhF9BXEYOQ,5765200314,2580000,431307,2024-02-06 10:31:10.297073+00,2024-02-06
UCPRWWKG0VkBA0Pqa4Jr5j0Q,1033029929,2570000,2821,2024-02-06 10:31:10.297073+00,2024-02-06
UCAYrMNl92jw6cpjdpBP8JyA,371030186,2550000,564,2024-02-06 10:31:10.297073+00,2024-02-06
UCIU8ha-NHmLjtUwU7dFiXUA,5259164430,2520000,174133,2024-02-06 10:31:10.297073+00,2024-02-06
UCLW_SzI9txZvtOFTPDswxqg,831315472,2340000,1439,2024-02-06 10:31:10.297073+00,2024-02-06
UCR3asjvr_WAaxwJYEDV_Bfw,5353365394,2340000,410330,2024-02-06 10:31:10.297073+00,2024-02-06
UC3LBFXbWtEBdOOUb8-qJm9Q,822224520,2260000,797,2024-02-06 10:31:10.297073+00,2024-02-06
UCV_S2S-Zs8LeuJxK-T3RQQg,1026765527,2220000,1636,2024-02-06 10:31:10.297073+00,2024-02-06
UCH3aos_uf4pGHbkANSbceEg,1143095381,2140000,448,2024-02-06 10:31:10.297073+00,2024-02-06
UCgdwtyqBunlRb-i-7PnCssQ,1240019919,2050000,11924,2024-02-06 10:31:10.297073+00,2024-02-06
UC4Aclpo5YyXbKPeiZNO_uiw,1238371366,1900000,1056,2024-02-06 10:31:10.297073+00,2024-02-06
UCIECJyQ6meDyN-UnVHgXAMA,2135642040,1870000,18391,2024-02-06 10:31:10.297073+00,2024-02-06
UCdEpz2A4DzV__4C1x2quKLw,114683551,1410000,489,2024-02-06 10:31:10.297073+00,2024-02-06
UCr90FXGOO8nAE9B6FAUeTNA,198405570,1790000,764,2024-02-06 10:31:10.297073+00,2024-02-06
UCEsinqZjZ11w0T9ZvyKIr6A,2053199556,1780000,2078,2024-02-06 10:31:10.297073+00,2024-02-06
UCDrswN-SqWh7Kii62h9aXGA,622267240,1780000,717,2024-02-06 10:31:10.297073+00,2024-02-06
UC2TuODJhC03pLgd6MpWP0iw,3835001871,1750000,196039,2024-02-06 10:31:10.297073+00,2024-02-06
UCV1OpUwWJCMiv6gJCRR6yAg,342503334,1720000,337,2024-02-06 10:31:10.297073+00,2024-02-06
UCiMiEL1XRXANaypB2wEdr5w,4329097711,1650000,33799,2024-02-06 10:31:10.297073+00,2024-02-06
UCEfetJrzg6OcXWWuX8uhdhw,900829960,1650000,1323,2024-02-06 10:31:10.297073+00,2024-02-06
UCAqzHNzLTC6Vm5UYE7xw_2A,705974821,1620000,11950,2024-02-06 10:31:10.297073+00,2024-02-06
UCcb9uxCoIgw7RQjQnlgd0Xw,186686063,1460000,603,2024-02-06 10:31:10.297073+00,2024-02-06
