channel_id,view_count,sub_count,video_count,created_at,created_date
UCr90FXGOO8nAE9B6FAUeTNA,198590183,1790000,766,2024-02-10 10:48:52.521436+00,2024-02-10
UCmdVfsLHu18lCkKYXSOGUxg,2096850214,1550000,195238,2024-02-10 10:48:52.521436+00,2024-02-10
UCnWCj9UofS6OxSK34xWvKCg,4010892096,5930000,2373,2024-02-10 10:48:52.521436+00,2024-02-10
UCXpxKdZAiyUEaTkoCPpEZzg,2141856707,5190000,300,2024-02-10 10:48:52.521436+00,2024-02-10
UCI7ktPB6toqucpkkCiolwLg,609050946,3540000,722,2024-02-10 10:48:52.521436+00,2024-02-10
UCPcF3KTqhD67ADkukx_OeDg,5768051883,3520000,5665,2024-02-10 10:48:52.521436+00,2024-02-10
UCGGrblndNzi86WY5lJkQJiA,296366084,1420000,1561,2024-02-10 10:48:52.521436+00,2024-02-10
UC5l1Yto5oOIgRXlI4p4VKbw,3296861032,3280000,116043,2024-02-10 10:48:52.521436+00,2024-02-10
UCnJEWsS5agXCkqIpyHC9Grg,2249821270,3130000,5104,2024-02-10 10:48:52.521436+00,2024-02-10
UCKQVSNdzGBJSXaUmS4TOWww,4638931316,3120000,34782,2024-02-10 10:48:52.521436+00,2024-02-10
UCX9VHpN62jkqCCntHxymPOA,4043470824,3040000,27435,2024-02-10 10:48:52.521436+00,2024-02-10
UCpu3bemTQwAU8PqM4kJdoEQ,4098121603,2410000,272429,2024-02-10 10:48:52.521436+00,2024-02-10
UC8CU5nVhCQIdAGrFFp4loOQ,4171577284,2940000,27,2024-02-10 10:48:52.521436+00,2024-02-10
UC7ovu6a8ydIbDy0fAKmoZ9A,3998264873,2750000,2206,2024-02-10 10:48:52.521436+00,2024-02-10
UC5nwNW4KdC0SzrhF9BXEYOQ,5774555928,2580000,431967,2024-02-10 10:48:52.521436+00,2024-02-10
UCPRWWKG0VkBA0Pqa4Jr5j0Q,1033723983,2570000,2823,2024-02-10 10:48:52.521436+00,2024-02-10
UCJWXJTaLqI5KBnJuaXbCaTg,284142264,1580000,469,2024-02-10 10:48:52.521436+00,2024-02-10
UCIU8ha-NHmLjtUwU7dFiXUA,5264570745,2520000,174420,2024-02-10 10:48:52.521436+00,2024-02-10
UC3LBFXbWtEBdOOUb8-qJm9Q,823192244,2260000,799,2024-02-10 10:48:52.521436+00,2024-02-10
UC8zkK0-g8S8Z_t8ZjUmpAlA,186429226,1540000,569,2024-02-10 10:48:52.521436+00,2024-02-10
UCV_S2S-Zs8LeuJxK-T3RQQg,1030026308,2220000,1642,2024-02-10 10:48:52.521436+00,2024-02-10
UCH3aos_uf4pGHbkANSbceEg,1144161100,2140000,449,2024-02-10 10:48:52.521436+00,2024-02-10
UCgdwtyqBunlRb-i-7PnCssQ,1243947794,2050000,11955,2024-02-10 10:48:52.521436+00,2024-02-10
UC4Aclpo5YyXbKPeiZNO_uiw,1239039690,1900000,1056,2024-02-10 10:48:52.521436+00,2024-02-10
UCIECJyQ6meDyN-UnVHgXAMA,2137696940,1880000,18447,2024-02-10 10:48:52.521436+00,2024-02-10
UCdEpz2A4DzV__4C1x2quKLw,114801545,1410000,490,2024-02-10 10:48:52.521436+00,2024-02-10
UCiWRSesvSYmY7YOyz0tv_zQ,1722717325,1580000,14692,2024-02-10 10:48:52.521436+00,2024-02-10
UCStpPtoeQUYII1Jsbl0qf8A,836154200,1580000,868,2024-02-10 10:48:52.521436+00,2024-02-10
UCEsinqZjZ11w0T9ZvyKIr6A,2054342431,1780000,2078,2024-02-10 10:48:52.521436+00,2024-02-10
UCDrswN-SqWh7Kii62h9aXGA,623977310,1780000,723,2024-02-10 10:48:52.521436+00,2024-02-10
UC2TuODJhC03pLgd6MpWP0iw,3844024279,1760000,196346,2024-02-10 10:48:52.521436+00,2024-02-10
UCV1OpUwWJCMiv6gJCRR6yAg,343600942,1730000,339,2024-02-10 10:48:52.521436+00,2024-02-10
UCiMiEL1XRXANaypB2wEdr5w,4335069348,1650000,33838,2024-02-10 10:48:52.521436+00,2024-02-10
UCEfetJrzg6OcXWWuX8uhdhw,901656380,1650000,1325,2024-02-10 10:48:52.521436+00,2024-02-10
UCAqzHNzLTC6Vm5UYE7xw_2A,707086884,1620000,11977,2024-02-10 10:48:52.521436+00,2024-02-10
UCcb9uxCoIgw7RQjQnlgd0Xw,186949945,1460000,604,2024-02-10 10:48:52.521436+00,2024-02-10
UC6VKHP606ee6ffKwKmBHSig,369904342,1590000,240,2024-02-10 10:48:52.521436+00,2024-02-10
UCw2W7GIqJNB-UMUxncnMuiw,551629324,1570000,623,2024-02-10 10:48:52.521436+00,2024-02-10
UCQU5uVTG8h9LToACKrm1LMA,1133731606,1550000,3080,2024-02-10 10:48:52.521436+00,2024-02-10
UCCsUQXwhDj4iVlhG4VCq6Kg,2558466820,1540000,1568,2024-02-10 10:48:52.521436+00,2024-02-10
UCCBq7s8VOCyek275uvq5lYQ,561170431,1540000,2003,2024-02-10 10:48:52.521436+00,2024-02-10
UCCtTgzGzQSWVzCG0xR7U-MQ,401249844,1500000,3840,2024-02-10 10:48:52.521436+00,2024-02-10
UC8wI85SlecrsLdPm-I73PzA,393682478,1470000,305,2024-02-10 10:48:52.521436+00,2024-02-10
UCbIJeyl_va8MG2xx0q4Uobg,371931124,1470000,359,2024-02-10 10:48:52.521436+00,2024-02-10
UCLZBXiS9ZrIXgKBs_SMfGBQ,1863279979,1440000,35745,2024-02-10 10:48:52.521436+00,2024-02-10
UCFsNxYnUEs4tcqyddJhW43g,959942575,1420000,1298,2024-02-10 10:48:52.521436+00,2024-02-10
UCgDbdS9sm90CG771uznT8wg,881640112,1430000,16222,2024-02-10 10:48:52.521436+00,2024-02-10
UCsyxqzJGL20zRlnmD2bkPqg,1477053659,1410000,329,2024-02-10 10:48:52.521436+00,2024-02-10
UC2TuODJhC03pLgd6MpWP0iw,3845704044,1760000,196420,2024-02-11 18:14:15.298525+00,2024-02-11
UC3LBFXbWtEBdOOUb8-qJm9Q,823402927,2260000,799,2024-02-11 18:14:15.298525+00,2024-02-11
UC4Aclpo5YyXbKPeiZNO_uiw,1239167693,1900000,1056,2024-02-11 18:14:15.298525+00,2024-02-11
UC5l1Yto5oOIgRXlI4p4VKbw,3298262740,3280000,116099,2024-02-11 18:14:15.298525+00,2024-02-11
UC5nwNW4KdC0SzrhF9BXEYOQ,5776502296,2580000,432149,2024-02-11 18:14:15.298525+00,2024-02-11
UC6FcYHEm7SO1jpu5TKjNXEA,1153638968,3570000,338,2024-02-11 18:14:15.298525+00,2024-02-11
UC6VKHP606ee6ffKwKmBHSig,369954282,1590000,240,2024-02-11 18:14:15.298525+00,2024-02-11
UC7ia-A8gma8qcdC6GDcjwsQ,319089653,1410000,580,2024-02-11 18:14:15.298525+00,2024-02-11
UC7ovu6a8ydIbDy0fAKmoZ9A,3998889986,2750000,2206,2024-02-11 18:14:15.298525+00,2024-02-11
UC7XxnhjdYjiQJ3m80K_N_4g,179273113,1370000,141,2024-02-11 18:14:15.298525+00,2024-02-11
UC8CU5nVhCQIdAGrFFp4loOQ,4171577284,2940000,27,2024-02-11 18:14:15.298525+00,2024-02-11
UC8wI85SlecrsLdPm-I73PzA,394044076,1470000,305,2024-02-11 18:14:15.298525+00,2024-02-11
UC8zkK0-g8S8Z_t8ZjUmpAlA,186492011,1540000,569,2024-02-11 18:14:15.298525+00,2024-02-11
UC9i2Qgd5lizhVgJrdnxunKw,358847324,1830000,416,2024-02-11 18:14:15.298525+00,2024-02-11
UC9YOQFPfEUXbulKDtxeqqBA,370937127,1140000,668,2024-02-11 18:14:15.298525+00,2024-02-11
UCAqzHNzLTC6Vm5UYE7xw_2A,707320449,1620000,11980,2024-02-11 18:14:15.298525+00,2024-02-11
UCAYrMNl92jw6cpjdpBP8JyA,371030186,2550000,565,2024-02-11 18:14:15.298525+00,2024-02-11
UCbIJeyl_va8MG2xx0q4Uobg,372116180,1470000,360,2024-02-11 18:14:15.298525+00,2024-02-11
UCcb9uxCoIgw7RQjQnlgd0Xw,186987693,1460000,604,2024-02-11 18:14:15.298525+00,2024-02-11
UCCBq7s8VOCyek275uvq5lYQ,561244749,1540000,2003,2024-02-11 18:14:15.298525+00,2024-02-11
UCCsUQXwhDj4iVlhG4VCq6Kg,2558702331,1540000,1568,2024-02-11 18:14:15.298525+00,2024-02-11
UCCtTgzGzQSWVzCG0xR7U-MQ,401312247,1500000,3840,2024-02-11 18:14:15.298525+00,2024-02-11
UCdEpz2A4DzV__4C1x2quKLw,114821533,1410000,490,2024-02-11 18:14:15.298525+00,2024-02-11
UCDrswN-SqWh7Kii62h9aXGA,624181818,1780000,724,2024-02-11 18:14:15.298525+00,2024-02-11
UCdxoeijd8BEuQlARHDcz4EA,831070848,1410000,351,2024-02-11 18:14:15.298525+00,2024-02-11
UCEfetJrzg6OcXWWuX8uhdhw,901826684,1650000,1326,2024-02-11 18:14:15.298525+00,2024-02-11
UCeo3JwE3HezUWFdVcehQk9Q,360055864,2770000,702,2024-02-11 18:14:15.298525+00,2024-02-11
UCEsinqZjZ11w0T9ZvyKIr6A,2054547293,1780000,2078,2024-02-11 18:14:15.298525+00,2024-02-11
UCFsNxYnUEs4tcqyddJhW43g,960189572,1420000,1299,2024-02-11 18:14:15.298525+00,2024-02-11
UCFsXFlbI8FpNAVQ_RL3I4bw,1376503530,3510000,1213,2024-02-11 18:14:15.298525+00,2024-02-11
UCFUtqTcgJgRnmZ3tMU6P74Q,1704640449,3600000,1105,2024-02-11 18:14:15.298525+00,2024-02-11
UCFycVZXj9fRWB_OZfFKe2PA,415596510,1070000,689,2024-02-11 18:14:15.298525+00,2024-02-11
UCGbshtvS9t-8CW11W7TooQg,2087322452,6670000,9490,2024-02-11 18:14:15.298525+00,2024-02-11
UCgDbdS9sm90CG771uznT8wg,882881078,1430000,16243,2024-02-11 18:14:15.298525+00,2024-02-11
UCgdwtyqBunlRb-i-7PnCssQ,1245155330,2050000,11960,2024-02-11 18:14:15.298525+00,2024-02-11
UCGGrblndNzi86WY5lJkQJiA,296449372,1420000,1561,2024-02-11 18:14:15.298525+00,2024-02-11
UCGpNjY0Xq2GJLXh4OOX1LOA,275202106,1450000,362,2024-02-11 18:14:15.298525+00,2024-02-11
UCH3aos_uf4pGHbkANSbceEg,1144434683,2140000,449,2024-02-11 18:14:15.298525+00,2024-02-11
UCHm9SiOLG8UoBT8STWY5mVA,1289988245,5830000,871,2024-02-11 18:14:15.298525+00,2024-02-11
UCI1zO6-A3h7DHg-R_x34vLg,411721192,1360000,4939,2024-02-11 18:14:15.298525+00,2024-02-11
UCI7ktPB6toqucpkkCiolwLg,609376257,3540000,722,2024-02-11 18:14:15.298525+00,2024-02-11
UCIECJyQ6meDyN-UnVHgXAMA,2138144435,1880000,18466,2024-02-11 18:14:15.298525+00,2024-02-11
UCIF_gt4BfsWyM_2GOcKXyEQ,314775590,1580000,736,2024-02-11 18:14:15.298525+00,2024-02-11
UCiMiEL1XRXANaypB2wEdr5w,4336165218,1650000,33839,2024-02-11 18:14:15.298525+00,2024-02-11
UCIU8ha-NHmLjtUwU7dFiXUA,5265576921,2520000,174494,2024-02-11 18:14:15.298525+00,2024-02-11
UCiWRSesvSYmY7YOyz0tv_zQ,1723084815,1580000,14695,2024-02-11 18:14:15.298525+00,2024-02-11
UCiWXd0nmBjlKROwzMyPV-Nw,839856414,1380000,4181,2024-02-11 18:14:15.298525+00,2024-02-11
UCjhwHd3mgmqm0ONm0bXKmng,249818174,1380000,305,2024-02-11 18:14:15.298525+00,2024-02-11
UCJWXJTaLqI5KBnJuaXbCaTg,284208312,1580000,469,2024-02-11 18:14:15.298525+00,2024-02-11
UCKQVSNdzGBJSXaUmS4TOWww,4640252829,3120000,34805,2024-02-11 18:14:15.298525+00,2024-02-11
UCLW_SzI9txZvtOFTPDswxqg,832358735,2340000,1447,2024-02-11 18:14:15.298525+00,2024-02-11
UCLZBXiS9ZrIXgKBs_SMfGBQ,1863521130,1440000,35749,2024-02-11 18:14:15.298525+00,2024-02-11
UCmdVfsLHu18lCkKYXSOGUxg,2097545106,1550000,195259,2024-02-11 18:14:15.298525+00,2024-02-11
UCnJEWsS5agXCkqIpyHC9Grg,2250097406,3130000,5104,2024-02-11 18:14:15.298525+00,2024-02-11
UCnWCj9UofS6OxSK34xWvKCg,4023122343,6000000,2373,2024-02-11 18:14:15.298525+00,2024-02-11
UCPcF3KTqhD67ADkukx_OeDg,5769393591,3530000,5665,2024-02-11 18:14:15.298525+00,2024-02-11
UCPRWWKG0VkBA0Pqa4Jr5j0Q,1033826278,2570000,2823,2024-02-11 18:14:15.298525+00,2024-02-11
UCpSB70OL7IO7RnZCj_7MQDw,512362479,1360000,2494,2024-02-11 18:14:15.298525+00,2024-02-11
UCpu3bemTQwAU8PqM4kJdoEQ,4100045387,2410000,272590,2024-02-11 18:14:15.298525+00,2024-02-11
UCPwxSX0DYDMQxCvgfeVDv_g,728524813,2510000,1028,2024-02-11 18:14:15.298525+00,2024-02-11
UCQU5uVTG8h9LToACKrm1LMA,1133838346,1550000,3081,2024-02-11 18:14:15.298525+00,2024-02-11
UCR3asjvr_WAaxwJYEDV_Bfw,5371316381,2340000,411045,2024-02-11 18:14:15.298525+00,2024-02-11
UCr90FXGOO8nAE9B6FAUeTNA,198618122,1790000,766,2024-02-11 18:14:15.298525+00,2024-02-11
UCrLO-yoAu4ZTzRSdmWqS53A,1352507731,3150000,2006,2024-02-11 18:14:15.298525+00,2024-02-11
UCSKNqZgZwPlKrKobdfcPGPg,16173378,179000,119,2024-02-11 18:14:15.298525+00,2024-02-11
UCStpPtoeQUYII1Jsbl0qf8A,836227451,1580000,868,2024-02-11 18:14:15.298525+00,2024-02-11
UCsyxqzJGL20zRlnmD2bkPqg,1482968857,1420000,331,2024-02-11 18:14:15.298525+00,2024-02-11
UCtcaZ5FUqaNXGX6xhpiGPQA,538787058,1600000,749,2024-02-11 18:14:15.298525+00,2024-02-11
UCttafJi4SCirZhlxsxISbyA,1942391074,3040000,1824,2024-02-11 18:14:15.298525+00,2024-02-11
UCV1OpUwWJCMiv6gJCRR6yAg,344253760,1730000,339,2024-02-11 18:14:15.298525+00,2024-02-11
UCV_S2S-Zs8LeuJxK-T3RQQg,1030651186,2230000,1644,2024-02-11 18:14:15.298525+00,2024-02-11
UCvw1LiGdyulhnGksJlGWB6g,3291858780,9620000,481,2024-02-11 18:14:15.298525+00,2024-02-11
UCw2W7GIqJNB-UMUxncnMuiw,551710681,1570000,623,2024-02-11 18:14:15.298525+00,2024-02-11
UCwWXGnvVmi-6Sfx2wf8S8tQ,624674015,1610000,7183,2024-02-11 18:14:15.298525+00,2024-02-11
UCX9VHpN62jkqCCntHxymPOA,4044516294,3040000,27440,2024-02-11 18:14:15.298525+00,2024-02-11
UCXpxKdZAiyUEaTkoCPpEZzg,2143279718,5190000,300,2024-02-11 18:14:15.298525+00,2024-02-11
UCxUzQ3wu0oJP_8YLWt71WgQ,660440939,1500000,1078,2024-02-11 18:14:15.298525+00,2024-02-11
UC2TuODJhC03pLgd6MpWP0iw,3847189163,1760000,196477,2024-02-12 13:48:50.353089+00,2024-02-12
UC3LBFXbWtEBdOOUb8-qJm9Q,823630126,2260000,800,2024-02-12 13:48:50.353089+00,2024-02-12
UC4Aclpo5YyXbKPeiZNO_uiw,1239285781,1900000,1056,2024-02-12 13:48:50.353089+00,2024-02-12
UC5l1Yto5oOIgRXlI4p4VKbw,3299529296,3280000,116137,2024-02-12 13:48:50.353089+00,2024-02-12
UC5nwNW4KdC0SzrhF9BXEYOQ,5778342656,2580000,432279,2024-02-12 13:48:50.353089+00,2024-02-12
UC6FcYHEm7SO1jpu5TKjNXEA,1153760469,3570000,338,2024-02-12 13:48:50.353089+00,2024-02-12
UC6VKHP606ee6ffKwKmBHSig,369998492,1590000,240,2024-02-12 13:48:50.353089+00,2024-02-12
UC7ia-A8gma8qcdC6GDcjwsQ,321189666,1410000,580,2024-02-12 13:48:50.353089+00,2024-02-12
UC7ovu6a8ydIbDy0fAKmoZ9A,3999503375,2750000,2206,2024-02-12 13:48:50.353089+00,2024-02-12
UC7XxnhjdYjiQJ3m80K_N_4g,179340977,1370000,141,2024-02-12 13:48:50.353089+00,2024-02-12
UC8CU5nVhCQIdAGrFFp4loOQ,4171577284,2940000,27,2024-02-12 13:48:50.353089+00,2024-02-12
UC8wI85SlecrsLdPm-I73PzA,394340230,1470000,305,2024-02-12 13:48:50.353089+00,2024-02-12
UC8zkK0-g8S8Z_t8ZjUmpAlA,186552979,1540000,569,2024-02-12 13:48:50.353089+00,2024-02-12
UC9i2Qgd5lizhVgJrdnxunKw,358907829,1830000,416,2024-02-12 13:48:50.353089+00,2024-02-12
UC9YOQFPfEUXbulKDtxeqqBA,370999222,1140000,668,2024-02-12 13:48:50.353089+00,2024-02-12
UCAqzHNzLTC6Vm5UYE7xw_2A,707553936,1620000,11981,2024-02-12 13:48:50.353089+00,2024-02-12
UCAYrMNl92jw6cpjdpBP8JyA,371030186,2550000,565,2024-02-12 13:48:50.353089+00,2024-02-12
UCbIJeyl_va8MG2xx0q4Uobg,372517170,1470000,360,2024-02-12 13:48:50.353089+00,2024-02-12
UCcb9uxCoIgw7RQjQnlgd0Xw,187021239,1460000,605,2024-02-12 13:48:50.353089+00,2024-02-12
UCCBq7s8VOCyek275uvq5lYQ,561308255,1540000,2003,2024-02-12 13:48:50.353089+00,2024-02-12
UCCsUQXwhDj4iVlhG4VCq6Kg,2558945677,1540000,1568,2024-02-12 13:48:50.353089+00,2024-02-12
UCCtTgzGzQSWVzCG0xR7U-MQ,401370391,1500000,3840,2024-02-12 13:48:50.353089+00,2024-02-12
UCdEpz2A4DzV__4C1x2quKLw,114843043,1410000,490,2024-02-12 13:48:50.353089+00,2024-02-12
UCDrswN-SqWh7Kii62h9aXGA,624368897,1780000,725,2024-02-12 13:48:50.353089+00,2024-02-12
UCdxoeijd8BEuQlARHDcz4EA,831690507,1410000,351,2024-02-12 13:48:50.353089+00,2024-02-12
UCEfetJrzg6OcXWWuX8uhdhw,902001468,1650000,1326,2024-02-12 13:48:50.353089+00,2024-02-12
UCeo3JwE3HezUWFdVcehQk9Q,360085404,2770000,702,2024-02-12 13:48:50.353089+00,2024-02-12
UCEsinqZjZ11w0T9ZvyKIr6A,2054755840,1780000,2078,2024-02-12 13:48:50.353089+00,2024-02-12
UCFsNxYnUEs4tcqyddJhW43g,960401177,1420000,1299,2024-02-12 13:48:50.353089+00,2024-02-12
UCFsXFlbI8FpNAVQ_RL3I4bw,1376838011,3510000,1214,2024-02-12 13:48:50.353089+00,2024-02-12
UCFUtqTcgJgRnmZ3tMU6P74Q,1722008098,3600000,1105,2024-02-12 13:48:50.353089+00,2024-02-12
UCFycVZXj9fRWB_OZfFKe2PA,415665701,1070000,689,2024-02-12 13:48:50.353089+00,2024-02-12
UCGbshtvS9t-8CW11W7TooQg,2088925877,6680000,9491,2024-02-12 13:48:50.353089+00,2024-02-12
UCgDbdS9sm90CG771uznT8wg,884106598,1430000,16256,2024-02-12 13:48:50.353089+00,2024-02-12
UCgdwtyqBunlRb-i-7PnCssQ,1246273030,2050000,11962,2024-02-12 13:48:50.353089+00,2024-02-12
UCGGrblndNzi86WY5lJkQJiA,296523933,1420000,1561,2024-02-12 13:48:50.353089+00,2024-02-12
UCGpNjY0Xq2GJLXh4OOX1LOA,275219648,1450000,362,2024-02-12 13:48:50.353089+00,2024-02-12
UCH3aos_uf4pGHbkANSbceEg,1144732112,2140000,449,2024-02-12 13:48:50.353089+00,2024-02-12
UCHm9SiOLG8UoBT8STWY5mVA,1290156156,5830000,871,2024-02-12 13:48:50.353089+00,2024-02-12
UCI1zO6-A3h7DHg-R_x34vLg,411902548,1360000,4944,2024-02-12 13:48:50.353089+00,2024-02-12
UCI7ktPB6toqucpkkCiolwLg,609690078,3550000,722,2024-02-12 13:48:50.353089+00,2024-02-12
UCIECJyQ6meDyN-UnVHgXAMA,2138570667,1880000,18477,2024-02-12 13:48:50.353089+00,2024-02-12
UCIF_gt4BfsWyM_2GOcKXyEQ,314831434,1580000,737,2024-02-12 13:48:50.353089+00,2024-02-12
UCiMiEL1XRXANaypB2wEdr5w,4337230956,1650000,33846,2024-02-12 13:48:50.353089+00,2024-02-12
UCIU8ha-NHmLjtUwU7dFiXUA,5266834765,2520000,174555,2024-02-12 13:48:50.353089+00,2024-02-12
UCiWRSesvSYmY7YOyz0tv_zQ,1723468649,1580000,14699,2024-02-12 13:48:50.353089+00,2024-02-12
UCiWXd0nmBjlKROwzMyPV-Nw,840277688,1380000,4184,2024-02-12 13:48:50.353089+00,2024-02-12
UCjhwHd3mgmqm0ONm0bXKmng,249833167,1380000,305,2024-02-12 13:48:50.353089+00,2024-02-12
UCJWXJTaLqI5KBnJuaXbCaTg,284282145,1580000,469,2024-02-12 13:48:50.353089+00,2024-02-12
UCKQVSNdzGBJSXaUmS4TOWww,4641372772,3120000,34822,2024-02-12 13:48:50.353089+00,2024-02-12
UCLW_SzI9txZvtOFTPDswxqg,832518372,2340000,1447,2024-02-12 13:48:50.353089+00,2024-02-12
UCLZBXiS9ZrIXgKBs_SMfGBQ,1863713770,1440000,35749,2024-02-12 13:48:50.353089+00,2024-02-12
UCmdVfsLHu18lCkKYXSOGUxg,2098088119,1550000,195281,2024-02-12 13:48:50.353089+00,2024-02-12
UCnJEWsS5agXCkqIpyHC9Grg,2250341879,3130000,5104,2024-02-12 13:48:50.353089+00,2024-02-12
UCnWCj9UofS6OxSK34xWvKCg,4036911476,6020000,2373,2024-02-12 13:48:50.353089+00,2024-02-12
UCPcF3KTqhD67ADkukx_OeDg,5770741785,3530000,5666,2024-02-12 13:48:50.353089+00,2024-02-12
UCPRWWKG0VkBA0Pqa4Jr5j0Q,1033915145,2570000,2825,2024-02-12 13:48:50.353089+00,2024-02-12
UCpSB70OL7IO7RnZCj_7MQDw,512378280,1360000,2494,2024-02-12 13:48:50.353089+00,2024-02-12
UCpu3bemTQwAU8PqM4kJdoEQ,4101962187,2410000,272671,2024-02-12 13:48:50.353089+00,2024-02-12
UCPwxSX0DYDMQxCvgfeVDv_g,728606524,2510000,1028,2024-02-12 13:48:50.353089+00,2024-02-12
UCQU5uVTG8h9LToACKrm1LMA,1133940309,1550000,3082,2024-02-12 13:48:50.353089+00,2024-02-12
UCR3asjvr_WAaxwJYEDV_Bfw,5374477544,2340000,411145,2024-02-12 13:48:50.353089+00,2024-02-12
UCr90FXGOO8nAE9B6FAUeTNA,198646289,1790000,766,2024-02-12 13:48:50.353089+00,2024-02-12
UCrLO-yoAu4ZTzRSdmWqS53A,1352830107,3150000,2006,2024-02-12 13:48:50.353089+00,2024-02-12
UCSKNqZgZwPlKrKobdfcPGPg,16189205,180000,119,2024-02-12 13:48:50.353089+00,2024-02-12
UCStpPtoeQUYII1Jsbl0qf8A,836299975,1580000,868,2024-02-12 13:48:50.353089+00,2024-02-12
UCsyxqzJGL20zRlnmD2bkPqg,1491527762,1420000,331,2024-02-12 13:48:50.353089+00,2024-02-12
UCtcaZ5FUqaNXGX6xhpiGPQA,538877305,1600000,749,2024-02-12 13:48:50.353089+00,2024-02-12
UCttafJi4SCirZhlxsxISbyA,1942942879,3040000,1824,2024-02-12 13:48:50.353089+00,2024-02-12
UCV1OpUwWJCMiv6gJCRR6yAg,344614933,1730000,339,2024-02-12 13:48:50.353089+00,2024-02-12
UCV_S2S-Zs8LeuJxK-T3RQQg,1031199631,2230000,1645,2024-02-12 13:48:50.353089+00,2024-02-12
UCvw1LiGdyulhnGksJlGWB6g,3297179529,9630000,481,2024-02-12 13:48:50.353089+00,2024-02-12
UCw2W7GIqJNB-UMUxncnMuiw,551768893,1570000,625,2024-02-12 13:48:50.353089+00,2024-02-12
UCwWXGnvVmi-6Sfx2wf8S8tQ,625084393,1610000,7188,2024-02-12 13:48:50.353089+00,2024-02-12
UCX9VHpN62jkqCCntHxymPOA,4045493662,3040000,27443,2024-02-12 13:48:50.353089+00,2024-02-12
UCXpxKdZAiyUEaTkoCPpEZzg,2144375213,5190000,300,2024-02-12 13:48:50.353089+00,2024-02-12
UCxUzQ3wu0oJP_8YLWt71WgQ,660528612,1500000,1078,2024-02-12 13:48:50.353089+00,2024-02-12
